post,account,date,year,n_char,n_words
morenadiaz_080115.txt,morenadiaz,080115,15,547,88
anjazeidler_030115.txt,anjazeidler,030115,15,322,54
talisaminoush_090215.txt,talisaminoush,090215,15,120,12
morenadiaz_032016.txt,morenadiaz,032016,16,1111,192
milenka.emilia_072015.txt,milenka.emilia,072015,15,586,91
melodie_michelberger_090916.txt,melodie_michelberger,090916,16,1341,207
hannahmaylou_060716.txt,hannahmaylou,060716,16,37,7
morenadiaz_061116.txt,morenadiaz,061116,16,156,26
anina.gepp_012016.txt,anina.gepp,012016,16,221,36
milenka.emilia_080915.txt,milenka.emilia,080915,15,540,80
morenadiaz_082516.txt,morenadiaz,082516,16,686,107
morenadiaz_111815.txt,morenadiaz,111815,15,271,35
morenadiaz_061316.txt,morenadiaz,061316,16,604,105
milenka.emilia_061916.txt,milenka.emilia,061916,16,500,66
dr.med.mareike.awe_071216.txt,dr.med.mareike.awe,071216,16,284,40
charlotte_weise_102215.txt,charlotte_weise,102215,15,293,36
morenadiaz_122415.txt,morenadiaz,122415,15,438,69
anjazeidler_122315.txt,anjazeidler,122315,15,675,91
anjazeidler_071215.txt,anjazeidler,071215,15,1033,121
morenadiaz_081816.txt,morenadiaz,081816,16,953,164
anjazeidler_092616.txt,anjazeidler,092616,16,606,88
morenadiaz_112716.txt,morenadiaz,112716,16,1123,192
morenadiaz_090715.txt,morenadiaz,090715,15,538,82
morenadiaz_110115.txt,morenadiaz,110115,15,651,97
melodie_michelberger_042714.txt,melodie_michelberger,042714,14,128,8
milenka.emilia_062615.txt,milenka.emilia,062615,15,495,70
anina.gepp_102416.txt,anina.gepp,102416,16,718,127
morenadiaz_041616.txt,morenadiaz,041616,16,664,112
morenadiaz_102115.txt,morenadiaz,102115,15,676,108
morenadiaz_121914.txt,morenadiaz,121914,14,955,157
milenka.emilia_042116.txt,milenka.emilia,042116,16,358,44
talisaminoush_110416.txt,talisaminoush,110416,16,193,31
morenadiaz_030616.txt,morenadiaz,030616,16,652,64
anina.gepp_110416.txt,anina.gepp,110416,16,977,171
milenka.emilia_070615.txt,milenka.emilia,070615,15,2021,308
curvesarewonderful_082416.txt,curvesarewonderful,082416,16,266,24
angeliquelini_121116.txt,angeliquelini,121116,16,562,79
milenka.emilia_072515.txt,milenka.emilia,072515,15,470,67
anina.gepp_112716.txt,anina.gepp,112716,16,1041,183
angeliquelini_091616.txt,angeliquelini,091616,16,227,40
morenadiaz_102416.txt,morenadiaz,102416,16,1179,198
melodie_michelberger_052616.txt,melodie_michelberger,052616,16,384,54
anjazeidler_061316.txt,anjazeidler,061316,16,451,65
hannahmaylou_062415.txt,hannahmaylou,062415,15,76,17
milenka.emilia_012815.txt,milenka.emilia,012815,15,613,83
milenka.emilia_060515.txt,milenka.emilia,060515,15,810,115
morenadiaz_122315.txt,morenadiaz,122315,15,417,67
angeliquelini_103016.txt,angeliquelini,103016,16,586,87
anjazeidler_112515.txt,anjazeidler,112515,15,449,66
morenadiaz_092415.txt,morenadiaz,092415,15,830,140
morenadiaz_090216.txt,morenadiaz,090216,16,546,104
anjazeidler_081816.txt,anjazeidler,081816,16,390,71
morenadiaz_110615.txt,morenadiaz,110615,15,108,11
anjazeidler_012716.txt,anjazeidler,012716,16,714,100
morenadiaz_120715.txt,morenadiaz,120715,15,79,13
morenadiaz_082015.txt,morenadiaz,082015,15,1551,258
anjazeidler_100716.txt,anjazeidler,100716,16,111,12
morenadiaz_030116.txt,morenadiaz,030116,16,1521,264
melodie_michelberger_081315.txt,melodie_michelberger,081315,15,215,34
angeliquelini_051816.txt,angeliquelini,051816,16,299,53
curvesarewonderful_102516.txt,curvesarewonderful,102516,16,614,90
melodie_michelberger_092816.txt,melodie_michelberger,092816,16,168,22
talisaminoush_110116.txt,talisaminoush,110116,16,421,68
melodie_michelberger_081115.txt,melodie_michelberger,081115,15,100,16
dr.med.mareike.awe_120216.txt,dr.med.mareike.awe,120216,16,366,41
morenadiaz_102415.txt,morenadiaz,102415,15,94,12
morenadiaz_080416.txt,morenadiaz,080416,16,896,170
anjazeidler_061315.txt,anjazeidler,061315,15,900,134
morenadiaz_020515.txt,morenadiaz,020515,15,1335,210
anjazeidler_050916.txt,anjazeidler,050916,16,601,77
morenadiaz_022316.txt,morenadiaz,022316,16,1706,290
anina.gepp_082716.txt,anina.gepp,082716,16,704,128
anjazeidler_110315.txt,anjazeidler,110315,15,433,83
melodie_michelberger_080814.txt,melodie_michelberger,080814,14,231,29
morenadiaz_090215.txt,morenadiaz,090215,15,685,110
marenkissing_072316.txt,marenkissing,072316,16,48,7
morenadiaz_101915.txt,morenadiaz,101915,15,163,20
morenadiaz_041316.txt,morenadiaz,041316,16,485,94
morenadiaz_031815.txt,morenadiaz,031815,15,1431,235
morenadiaz_092615.txt,morenadiaz,092615,15,1413,223
melodie_michelberger_051916.txt,melodie_michelberger,051916,16,529,81
anina.gepp_100516.txt,anina.gepp,100516,16,482,81
melodie_michelberger_111315.txt,melodie_michelberger,111315,15,126,15
anina.gepp_072816.txt,anina.gepp,072816,16,560,100
talisaminoush_082515.txt,talisaminoush,082515,15,44,5
anjazeidler_043016.txt,anjazeidler,043016,16,676,91
angeliquelini_050316.txt,angeliquelini,050316,16,411,74
morenadiaz_080615.txt,morenadiaz,080615,15,1442,219
dr.med.mareike.awe_012716.txt,dr.med.mareike.awe,012716,16,197,22
morenadiaz_102414.txt,morenadiaz,102414,14,1502,234
milenka.emilia_031416.txt,milenka.emilia,031416,16,625,88
melodie_michelberger_111715.txt,melodie_michelberger,111715,15,306,50
anjazeidler_120416.txt,anjazeidler,120416,16,95,18
melodie_michelberger_123016.txt,melodie_michelberger,123016,16,454,73
melodie_michelberger_121615.txt,melodie_michelberger,121615,15,271,38
morenadiaz_090416.txt,morenadiaz,090416,16,1120,191
anina.gepp_012116.txt,anina.gepp,012116,16,304,52
milenka.emilia_072315.txt,milenka.emilia,072315,15,699,88
anjazeidler_102516.txt,anjazeidler,102516,16,446,81
dr.med.mareike.awe_120616.txt,dr.med.mareike.awe,120616,16,1618,224
talisaminoush_090316.txt,talisaminoush,090316,16,908,165
morenadiaz_030716.txt,morenadiaz,030716,16,126,19
milenka.emilia_081115.txt,milenka.emilia,081115,15,1648,271
morenadiaz_041716.txt,morenadiaz,041716,16,806,142
milenka.emilia_101715.txt,milenka.emilia,101715,15,1091,158
anina.gepp_061516.txt,anina.gepp,061516,16,1085,192
curvesarewonderful_110316.txt,curvesarewonderful,110316,16,400,45
curvesarewonderful_090516.txt,curvesarewonderful,090516,16,1222,195
anjazeidler_041016.txt,anjazeidler,041016,16,189,30
milenka.emilia_092814.txt,milenka.emilia,092814,14,309,36
anjazeidler_092716.txt,anjazeidler,092716,16,328,53
morenadiaz_092016.txt,morenadiaz,092016,16,963,157
anjazeidler_041216.txt,anjazeidler,041216,16,784,120
melodie_michelberger_111716.txt,melodie_michelberger,111716,16,234,32
morenadiaz_022516.txt,morenadiaz,022516,16,997,172
morenadiaz_050816.txt,morenadiaz,050816,16,168,27
anjazeidler_112316.txt,anjazeidler,112316,16,1013,168
morenadiaz_051315.txt,morenadiaz,051315,15,971,156
dr.med.mareike.awe_110516.txt,dr.med.mareike.awe,110516,16,1265,163
anina.gepp_010716.txt,anina.gepp,010716,16,724,140
milenka.emilia_070515.txt,milenka.emilia,070515,15,1686,252
milenka.emilia_102815.txt,milenka.emilia,102815,15,2184,361
morenadiaz_042816.txt,morenadiaz,042816,16,579,109
morenadiaz_100416.txt,morenadiaz,100416,16,1584,274
angeliquelini_100916.txt,angeliquelini,100916,16,358,40
talisaminoush_091816.txt,talisaminoush,091816,16,256,43
angeliquelini_122816.txt,angeliquelini,122816,16,336,49
milenka.emilia_103115.txt,milenka.emilia,103115,15,506,64
angeliquelini_050516.txt,angeliquelini,050516,16,184,31
morenadiaz_073016.txt,morenadiaz,073016,16,1271,216
morenadiaz_112615.txt,morenadiaz,112615,15,935,160
anjazeidler_120616.txt,anjazeidler,120616,16,406,58
morenadiaz_022715.txt,morenadiaz,022715,15,607,104
melodie_michelberger_100415.txt,melodie_michelberger,100415,15,99,15
morenadiaz_031016.txt,morenadiaz,031016,16,1171,148
melodie_michelberger_072915.txt,melodie_michelberger,072915,15,182,28
anjazeidler_031716.txt,anjazeidler,031716,16,238,49
angeliquelini_060816.txt,angeliquelini,060816,16,333,55
charlotte_weise_021716.txt,charlotte_weise,021716,16,422,52
morenadiaz_081514.txt,morenadiaz,081514,14,1079,186
milenka.emilia_012015.txt,milenka.emilia,012015,15,491,57
morenadiaz_050615.txt,morenadiaz,050615,15,538,74
milenka.emilia_110616.txt,milenka.emilia,110616,16,324,49
morenadiaz_052016.txt,morenadiaz,052016,16,524,85
melodie_michelberger_112415.txt,melodie_michelberger,112415,15,922,125
morenadiaz_013116.txt,morenadiaz,013116,16,1564,264
angeliquelini_111816.txt,angeliquelini,111816,16,450,69
milenka.emilia_030115.txt,milenka.emilia,030115,15,780,98
angeliquelini_082716.txt,angeliquelini,082716,16,417,63
anjazeidler_091416.txt,anjazeidler,091416,16,1735,280
melodie_michelberger_012616.txt,melodie_michelberger,012616,16,537,81
hannahmaylou_081816.txt,hannahmaylou,081816,16,125,26
morenadiaz_042416.txt,morenadiaz,042416,16,1341,224
anjazeidler_042316.txt,anjazeidler,042316,16,739,117
morenadiaz_111714.txt,morenadiaz,111714,14,446,79
morenadiaz_071816.txt,morenadiaz,071816,16,607,99
charlotte_weise_121515.txt,charlotte_weise,121515,15,292,36
morenadiaz_081515.txt,morenadiaz,081515,15,824,125
melodie_michelberger_100616.txt,melodie_michelberger,100616,16,186,24
dr.med.mareike.awe_102916.txt,dr.med.mareike.awe,102916,16,1202,161
curvesarewonderful_081616.txt,curvesarewonderful,081616,16,221,38
morenadiaz_083114.txt,morenadiaz,083114,14,760,130
melodie_michelberger_072914.txt,melodie_michelberger,072914,14,208,23
morenadiaz_090815.txt,morenadiaz,090815,15,1169,188
angeliquelini_073116.txt,angeliquelini,073116,16,560,90
angeliquelini_120216.txt,angeliquelini,120216,16,382,56
morenadiaz_083116.txt,morenadiaz,083116,16,880,161
melodie_michelberger_030516.txt,melodie_michelberger,030516,16,399,52
anina.gepp_051816.txt,anina.gepp,051816,16,620,117
orchidea_luna_051116.txt,orchidea_luna,051116,16,1775,336
melodie_michelberger_111916.txt,melodie_michelberger,111916,16,375,48
morenadiaz_052015.txt,morenadiaz,052015,15,466,77
milenka.emilia_092616.txt,milenka.emilia,092616,16,470,70
morenadiaz_050616.txt,morenadiaz,050616,16,237,19
morenadiaz_021616.txt,morenadiaz,021616,16,817,90
morenadiaz_121414.txt,morenadiaz,121414,14,669,110
morenadiaz_072716.txt,morenadiaz,072716,16,1621,299
morenadiaz_070115.txt,morenadiaz,070115,15,266,43
milenka.emilia_032715.txt,milenka.emilia,032715,15,1468,224
anjazeidler_042116.txt,anjazeidler,042116,16,592,85
angeliquelini_030616.txt,angeliquelini,030616,16,523,72
morenadiaz_121415.txt,morenadiaz,121415,15,1008,165
dr.med.mareike.awe_060216.txt,dr.med.mareike.awe,060216,16,287,35
melodie_michelberger_120314.txt,melodie_michelberger,120314,14,274,29
morenadiaz_072515.txt,morenadiaz,072515,15,320,60
morenadiaz_101316.txt,morenadiaz,101316,16,568,85
dr.med.mareike.awe_021316.txt,dr.med.mareike.awe,021316,16,356,52
morenadiaz_081516.txt,morenadiaz,081516,16,1208,189
angeliquelini_022616.txt,angeliquelini,022616,16,752,110
anina.gepp_111016.txt,anina.gepp,111016,16,291,55
melodie_michelberger_061016.txt,melodie_michelberger,061016,16,270,42
morenadiaz_060515.txt,morenadiaz,060515,15,905,138
milenka.emilia_020516.txt,milenka.emilia,020516,16,644,88
morenadiaz_012815.txt,morenadiaz,012815,15,946,150
morenadiaz_070716.txt,morenadiaz,070716,16,279,48
morenadiaz_121015.txt,morenadiaz,121015,15,248,37
morenadiaz_111115.txt,morenadiaz,111115,15,1152,178
morenadiaz_062716.txt,morenadiaz,062716,16,575,98
morenadiaz_052616.txt,morenadiaz,052616,16,996,166
morenadiaz_101514.txt,morenadiaz,101514,14,423,73
morenadiaz_031616.txt,morenadiaz,031616,16,379,62
dr.med.mareike.awe_111616.txt,dr.med.mareike.awe,111616,16,244,26
melodie_michelberger_040816.txt,melodie_michelberger,040816,16,220,36
angeliquelini_092516.txt,angeliquelini,092516,16,402,62
morenadiaz_052415.txt,morenadiaz,052415,15,1439,240
milenka.emilia_050816.txt,milenka.emilia,050816,16,433,56
morenadiaz_110815.txt,morenadiaz,110815,15,662,111
morenadiaz_062515.txt,morenadiaz,062515,15,609,102
morenadiaz_031415.txt,morenadiaz,031415,15,1135,177
morenadiaz_121014.txt,morenadiaz,121014,14,1750,272
morenadiaz_091516.txt,morenadiaz,091516,16,793,138
morenadiaz_051915.txt,morenadiaz,051915,15,989,161
angeliquelini_061516.txt,angeliquelini,061516,16,353,54
anjazeidler_072616.txt,anjazeidler,072616,16,455,79
anjazeidler_123115.txt,anjazeidler,123115,15,590,71
milenka.emilia_061015.txt,milenka.emilia,061015,15,822,116
anina.gepp_101216.txt,anina.gepp,101216,16,1186,232
anjazeidler_111616.txt,anjazeidler,111616,16,909,147
melodie_michelberger_120515.txt,melodie_michelberger,120515,15,288,43
milenka.emilia_012616.txt,milenka.emilia,012616,16,538,66
morenadiaz_031615.txt,morenadiaz,031615,15,1216,192
milenka.emilia_073015.txt,milenka.emilia,073015,15,664,91
dr.med.mareike.awe_123116.txt,dr.med.mareike.awe,123116,16,679,85
morenadiaz_052416.txt,morenadiaz,052416,16,133,24
milenka.emilia_010216.txt,milenka.emilia,010216,16,865,125
angeliquelini_071116.txt,angeliquelini,071116,16,487,71
melodie_michelberger_032716.txt,melodie_michelberger,032716,16,293,28
anjazeidler_081416.txt,anjazeidler,081416,16,920,141
charlotte_weise_091416.txt,charlotte_weise,091416,16,780,108
melodie_michelberger_080615.txt,melodie_michelberger,080615,15,294,38
talisaminoush_111616.txt,talisaminoush,111616,16,108,14
melodie_michelberger_120514.txt,melodie_michelberger,120514,14,367,47
talisaminoush_040713.txt,talisaminoush,040713,13,38,8
dr.med.mareike.awe_071916.txt,dr.med.mareike.awe,071916,16,227,29
anina.gepp_120916.txt,anina.gepp,120916,16,659,114
dr.med.mareike.awe_052616.txt,dr.med.mareike.awe,052616,16,419,66
milenka.emilia_032615.txt,milenka.emilia,032615,15,1763,279
anjazeidler_042016.txt,anjazeidler,042016,16,584,74
morenadiaz_100914.txt,morenadiaz,100914,14,1556,253
melodie_michelberger_092316.txt,melodie_michelberger,092316,16,154,17
melodie_michelberger_122416.txt,melodie_michelberger,122416,16,141,24
anjazeidler_011116.txt,anjazeidler,011116,16,386,57
melodie_michelberger_100714.txt,melodie_michelberger,100714,14,192,18
hannahmaylou_082616.txt,hannahmaylou,082616,16,593,116
morenadiaz_101015.txt,morenadiaz,101015,15,723,119
talisaminoush_012813.txt,talisaminoush,012813,13,24,5
anjazeidler_020916.txt,anjazeidler,020916,16,519,82
morenadiaz_052316.txt,morenadiaz,052316,16,298,44
curvesarewonderful_083116.txt,curvesarewonderful,083116,16,316,40
angeliquelini_122716.txt,angeliquelini,122716,16,527,77
melodie_michelberger_080115.txt,melodie_michelberger,080115,15,208,24
morenadiaz_030815.txt,morenadiaz,030815,15,948,148
melodie_michelberger_010316.txt,melodie_michelberger,010316,16,301,45
angeliquelini_050816.txt,angeliquelini,050816,16,381,64
morenadiaz_101016.txt,morenadiaz,101016,16,73,15
morenadiaz_083015.txt,morenadiaz,083015,15,910,147
milenka.emilia_041015.txt,milenka.emilia,041015,15,646,93
anina.gepp_121216.txt,anina.gepp,121216,16,297,57
angeliquelini_092216.txt,angeliquelini,092216,16,206,31
morenadiaz_050516.txt,morenadiaz,050516,16,1657,285
orchidea_luna_051216.txt,orchidea_luna,051216,16,429,28
anjazeidler_050216.txt,anjazeidler,050216,16,198,26
curvesarewonderful_081716.txt,curvesarewonderful,081716,16,289,53
morenadiaz_090915.txt,morenadiaz,090915,15,549,88
morenadiaz_112916.txt,morenadiaz,112916,16,238,43
melodie_michelberger_111814.txt,melodie_michelberger,111814,14,166,22
anina.gepp_062716.txt,anina.gepp,062716,16,444,82
anjazeidler_042216.txt,anjazeidler,042216,16,750,104
morenadiaz_111614.txt,morenadiaz,111614,14,596,99
milenka.emilia_030216.txt,milenka.emilia,030216,16,491,64
orchidea_luna_081816.txt,orchidea_luna,081816,16,788,111
milenka.emilia_032415.txt,milenka.emilia,032415,15,1952,291
anjazeidler_070515.txt,anjazeidler,070515,15,318,39
hannahmaylou_120316.txt,hannahmaylou,120316,16,173,29
angeliquelini_102016.txt,angeliquelini,102016,16,412,64
morenadiaz_091216.txt,morenadiaz,091216,16,596,106
anjazeidler_121216.txt,anjazeidler,121216,16,688,93
morenadiaz_033116.txt,morenadiaz,033116,16,776,138
angeliquelini_062916.txt,angeliquelini,062916,16,124,22
anina.gepp_121415.txt,anina.gepp,121415,15,830,157
milenka.emilia_090715.txt,milenka.emilia,090715,15,541,71
morenadiaz_050116.txt,morenadiaz,050116,16,1114,190
melodie_michelberger_092516.txt,melodie_michelberger,092516,16,227,25
morenadiaz_021116.txt,morenadiaz,021116,16,681,70
morenadiaz_091616.txt,morenadiaz,091616,16,1196,183
morenadiaz_072016.txt,morenadiaz,072016,16,507,80
morenadiaz_070615.txt,morenadiaz,070615,15,745,125
morenadiaz_042116.txt,morenadiaz,042116,16,2195,382
milenka.emilia_021915.txt,milenka.emilia,021915,15,627,86
angeliquelini_080616.txt,angeliquelini,080616,16,272,47
morenadiaz_061916.txt,morenadiaz,061916,16,145,24
milenka.emilia_121915.txt,milenka.emilia,121915,15,548,69
morenadiaz_121315.txt,morenadiaz,121315,15,457,76
anina.gepp_083116.txt,anina.gepp,083116,16,756,131
morenadiaz_021315.txt,morenadiaz,021315,15,1330,198
milenka.emilia_011815.txt,milenka.emilia,011815,15,431,51
morenadiaz_051816.txt,morenadiaz,051816,16,1467,248
morenadiaz_032816.txt,morenadiaz,032816,16,874,149
morenadiaz_070416.txt,morenadiaz,070416,16,982,166
milenka.emilia_030415.txt,milenka.emilia,030415,15,1212,165
anina.gepp_111716.txt,anina.gepp,111716,16,735,132
angeliquelini_041116.txt,angeliquelini,041116,16,601,96
milenka.emilia_060815.txt,milenka.emilia,060815,15,933,133
talisaminoush_021414.txt,talisaminoush,021414,14,86,15
morenadiaz_010916.txt,morenadiaz,010916,16,489,78
milenka.emilia_050915.txt,milenka.emilia,050915,15,863,131
milenka.emilia_041615.txt,milenka.emilia,041615,15,1139,205
morenadiaz_062616.txt,morenadiaz,062616,16,282,55
morenadiaz_052716.txt,morenadiaz,052716,16,203,37
melodie_michelberger_061516.txt,melodie_michelberger,061516,16,289,39
anina.gepp_100816.txt,anina.gepp,100816,16,1217,215
morenadiaz_102914.txt,morenadiaz,102914,14,454,73
morenadiaz_121115.txt,morenadiaz,121115,15,1491,262
morenadiaz_021115.txt,morenadiaz,021115,15,510,79
melodie_michelberger_012315.txt,melodie_michelberger,012315,15,196,15
morenadiaz_091615.txt,morenadiaz,091615,15,1696,273
dr.med.mareike.awe_050616.txt,dr.med.mareike.awe,050616,16,303,39
morenadiaz_040716.txt,morenadiaz,040716,16,1238,213
milenka.emilia_100715.txt,milenka.emilia,100715,15,2165,371
anjazeidler_062513.txt,anjazeidler,062513,13,135,18
morenadiaz_051815.txt,morenadiaz,051815,15,664,103
anjazeidler_121416.txt,anjazeidler,121416,16,311,50
morenadiaz_111014.txt,morenadiaz,111014,14,1038,164
morenadiaz_040515.txt,morenadiaz,040515,15,830,130
angeliquelini_061616.txt,angeliquelini,061616,16,696,96
morenadiaz_081215.txt,morenadiaz,081215,15,842,142
morenadiaz_020815.txt,morenadiaz,020815,15,1229,195
morenadiaz_050316.txt,morenadiaz,050316,16,346,54
