post,account,date,year,n_char,n_words
p_anjazeidler_020720.txt,p_anjazeidler,020720,20,181,22
p_dr_med_mareike_awe_040722.txt,p_dr_med_mareike_awe,040722,22,987,130
p_endlich_zufrieden_211020.txt,p_endlich_zufrieden,211020,20,772,106
p_dr_med_mareike_awe_170622.txt,p_dr_med_mareike_awe,170622,22,687,105
p_sarahuvm_120722.txt,p_sarahuvm,120722,22,290,35
p_holly_nimmt_ab_120822.txt,p_holly_nimmt_ab,120822,22,476,66
p_jesswayoflife_111120.txt,p_jesswayoflife,111120,20,2146,329
p_endlich_zufrieden_071220.txt,p_endlich_zufrieden,071220,20,539,77
p_sandrasfashionblog_181020.txt,p_sandrasfashionblog,181020,20,1372,222
p_ms_wunderbar_310321.txt,p_ms_wunderbar,310321,21,109,12
p_noch_so_eine_die_abnimmt_021121.txt,p_noch_so_eine_die_abnimmt,021121,21,2196,357
p_noch_so_eine_die_abnimmt_121121.txt,p_noch_so_eine_die_abnimmt,121121,21,2008,297
p_pippspiration_150920.txt,p_pippspiration,150920,20,779,121
p_sincerelyjaane_090920.txt,p_sincerelyjaane,090920,20,1112,186
p_endlich_zufrieden_180622.txt,p_endlich_zufrieden,180622,22,270,42
p_endlich_zufrieden_281221.txt,p_endlich_zufrieden,281221,21,867,132
p_jesswayoflife_120921.txt,p_jesswayoflife,120921,21,173,21
p_alexa_katharina_071220.txt,p_alexa_katharina,071220,20,602,63
